Model,Dataset,Missing Rate (%),Métrica,Teste
mean,hcv_egyptian,60,MAE,0.30577853462211
mean,hcv_egyptian,60,MAE,0.287587351389344
mean,thoracic_surgey,10,MAE,0.198127134483331
mean,thoracic_surgey,10,MAE,0.1424225011513
mean,thoracic_surgey,10,MAE,0.12438571432631
mean,thoracic_surgey,10,MAE,0.141323822732839
mean,thoracic_surgey,10,MAE,0.140131245022791
mean,thoracic_surgey,20,MAE,0.166726562266278
mean,thoracic_surgey,20,MAE,0.113819297501773
mean,thoracic_surgey,20,MAE,0.179312095176875
mean,thoracic_surgey,20,MAE,0.149143597851391
mean,thoracic_surgey,20,MAE,0.187266417616412
mean,thoracic_surgey,40,MAE,0.115244470372485
mean,thoracic_surgey,40,MAE,0.129531202894614
mean,thoracic_surgey,40,MAE,0.170384985785977
mean,thoracic_surgey,40,MAE,0.116607728584631
mean,thoracic_surgey,40,MAE,0.175682267574374
mean,thoracic_surgey,60,MAE,0.154624962803154
mean,thoracic_surgey,60,MAE,0.15048154806221
mean,thoracic_surgey,60,MAE,0.121444170419696
mean,thoracic_surgey,60,MAE,0.154562475475258
mean,thoracic_surgey,60,MAE,0.19228363307132
